,fips,year,Arsenic,Nitrates,Uranium,DEHP,Trihalomethane,Halo-Acetic Acid
0,6001,2000,1.0142713645071164,347.2411367227591,1.6173741698706745,1.5,0.0,0.0
1,6001,2001,1.014283481154045,370.5845898648254,0.6404570124025163,1.5,0.0,0.0
2,6001,2002,1.0063122580155441,489.1999826223216,1.9000919354769736,1.5612739048579896,0.0,0.0
3,6001,2003,1.0,477.85314763186693,0.7773846657014728,1.5,0.0,0.0
4,6001,2004,1.0014284194538745,504.3016844862774,1.2805578428480424,1.5,0.0,0.0
5,6001,2005,1.0093819239740471,553.1889243380823,0.8459398096884256,1.5,0.0,0.0
6,6001,2006,1.0031423407442033,557.7688658917622,0.8095425022534645,1.5,0.0,0.0
7,6001,2007,1.0223802007626843,484.59957371874725,0.6295101484411613,1.5,0.0,0.0
8,6001,2008,1.0,400.90249767975234,0.5,1.5,0.0,0.0
9,6001,2009,1.0,355.33429636188845,0.5,1.5,0.0,0.0
10,6001,2010,1.0,334.2645717227512,0.5,1.5,0.0,0.0
11,6001,2011,1.000395426039104,333.73295661347555,0.8660455169589742,2.383456924148719,0.0,0.0
12,6001,2012,1.0,374.954373726536,1.091507300946736,1.5,0.0,0.0
13,6001,2013,1.0,480.9156952187868,0.0,1.5,0.0,0.0
14,6001,2014,1.0,427.61164611139264,0.0,1.5,0.0,0.0
15,6001,2015,0.9945717181956412,383.41975621428367,0.4035543637250122,1.5,0.0,0.0
16,6001,2016,1.0,386.1699347877504,2.1331039046066835,1.5,0.0,0.0
17,6003,2000,1.0,30.0,0.0,0.0,0.0,0.0
18,6003,2001,1.0,20.0,1.55,0.0,0.0,0.0
19,6003,2002,1.0,20.0,0.75,0.0,0.0,0.0
20,6003,2003,1.0,23.761467889908253,0.7625925925925926,0.0,0.0,0.0
21,6003,2004,1.0,31.580882352941174,2.0505263157894733,0.0,0.0,0.0
22,6003,2005,1.0,20.0,2.509356725146198,0.0,0.0,0.0
23,6003,2006,1.0,25.555555555555557,3.2999999999999994,0.0,0.0,0.0
24,6003,2007,1.0,20.0,0.0,0.0,0.0,0.0
25,6003,2008,1.0,27.709923664122137,0.0,0.0,0.0,0.0
26,6003,2009,1.0,19.906542056074766,0.0,0.0,0.0,0.0
27,6003,2010,1.0,30.036764705882355,0.0,1.5,0.0,0.0
28,6003,2011,1.0,20.0,0.0,0.0,0.0,0.0
29,6003,2012,1.0,20.0,0.0,0.0,0.0,0.0
30,6003,2013,1.0,36.69975186104218,0.5,0.0,0.0,0.0
31,6003,2014,1.0,33.807160581354125,1.66,0.0,0.0,0.0
32,6003,2015,1.0,238.5559566787004,0.22,0.0,0.0,0.0
33,6003,2016,1.0,209.20241049273307,0.0,0.0,0.0,0.0
34,6005,2000,1.0,205.79037691476518,0.0,0.0,0.0,0.0
35,6005,2001,1.0,38.564231738035275,2.01,0.0,0.0,0.0
36,6005,2002,1.7069834998838018,492.32552609677805,0.8746451104100946,1.5,0.0,0.0
37,6005,2003,1.0,61.86588921282799,0.6929667345553293,1.5,0.0,0.0
38,6005,2004,1.0,39.87814784727863,0.75,0.0,0.0,0.0
39,6005,2005,1.20648960461483,522.0286672061034,0.5,0.0,0.0,0.0
40,6005,2006,1.0,270.81696779261586,1.49,0.0,0.0,0.0
41,6005,2007,1.31044776119403,1434.2934013027468,8.743189189189188,0.0,0.0,0.0
42,6005,2008,1.9125869262865087,1544.0186315451333,7.33,0.0,0.0,0.0
43,6005,2009,1.0,1417.9073525451113,4.3100000000000005,0.0,0.0,0.0
44,6005,2010,1.0,1493.334231079989,2.256610169491525,0.0,0.0,0.0
45,6005,2011,1.0,2035.326052039833,0.5593774940143655,0.0,0.0,0.0
46,6005,2012,0.0,2490.5948717948722,0.4998196166854566,0.0,0.0,0.0
47,6005,2013,1.0,40.60838709677419,3.3178694158075603,0.0,0.0,0.0
48,6005,2014,1.0,33.133548387096766,8.386000000000001,0.0,0.0,0.0
49,6005,2015,1.0,300.06373762376234,2.462307692307692,0.0,0.0,0.0
50,6005,2016,1.0,210.45610239769246,1.4269467787114845,0.0,0.0,0.0
51,6007,2000,1.0,1374.4581300173147,0.8402870233892068,1.5,0.0,0.0
52,6007,2001,1.7148344322699507,419.7253121936665,0.8981069880617443,1.5,0.0,0.0
53,6007,2002,1.4538660165835349,329.8770694270516,1.1029284729997415,0.0,0.0,0.0
54,6007,2003,1.0160000515092202,1884.2253204154429,1.4916832494439891,0.0,0.0,0.0
55,6007,2004,2.2674763273439016,2367.030762371824,0.9175421203891688,1.5,0.0,0.0
56,6007,2005,2.4441895583042794,1896.5806782354603,0.4336053099540962,1.5,0.0,0.0
57,6007,2006,1.001936000297846,2199.1297099033013,1.2212895887670858,1.5,0.0,0.0
58,6007,2007,2.431758919600925,2463.564189884357,1.3189265848583924,1.5,0.0,0.0
59,6007,2008,0.7608866529310491,2171.504880232449,1.2962235543018337,1.5,0.0,0.0
60,6007,2009,1.1096713375796177,1561.567760349678,0.4454526634286168,1.5,0.0,0.0
61,6007,2010,3.5107530594627527,1667.673504080943,1.094035433070866,1.5,0.0,0.0
62,6007,2011,1.040025537155997,1060.0130198321774,0.5070490656540422,1.5,0.0,0.0
63,6007,2012,1.0828656383571826,1548.015661510006,0.6337963104131727,1.5,0.0,0.0
64,6007,2013,1.4073453813867978,1380.9390961581169,2.024653465346535,0.0,0.0,0.0
65,6007,2014,0.8268124995180035,1418.3902108843158,1.031399266488469,1.5,0.0,0.0
66,6007,2015,1.0,1766.9029365479971,0.5127199396909159,0.0,0.0,0.0
67,6007,2016,1.1280693415600955,1335.3347756205264,0.4739619575606959,1.5,0.0,0.0
68,6009,2000,1.0,194.1253156781107,0.8173873873873874,0.0,0.0,0.0
69,6009,2001,1.0057405281285878,113.0546265328874,1.49,0.0,0.0,0.0
70,6009,2002,1.0027744692776572,192.45044041504215,0.9863805604546344,0.0,0.0,0.0
71,6009,2003,1.002964576011729,132.72525165194838,1.2497875182127247,0.0,0.0,0.0
72,6009,2004,1.006609547123623,166.48473458115987,1.2817686112320417,0.0,0.0,0.0
73,6009,2005,1.0149574039149378,220.92863052973888,6.732721893491124,0.0,0.0,0.0
74,6009,2006,1.0005161179329476,204.19443964772927,6.4576890756302525,0.0,0.0,0.0
75,6009,2007,1.0067679350278238,163.78344230708487,1.5213104744011274,0.0,0.0,0.0
76,6009,2008,1.0381261772237624,167.08548457772102,3.91,1.5,0.0,0.0
77,6009,2009,1.1325474297410059,170.71916432302132,10.0,0.0,0.0,0.0
78,6009,2010,0.9749427262313859,200.38963479568187,1.5771428571428572,0.0,0.0,0.0
79,6009,2011,1.0045400572745686,158.3807271538713,4.9034569581490315,0.0,0.0,0.0
80,6009,2012,1.0,151.12218307657028,0.0,0.0,0.0,0.0
81,6009,2013,1.0,95.2275733460546,2.396588486140725,1.5,0.0,0.0
82,6009,2014,1.0,71.4663827198053,12.02,0.0,0.0,0.0
83,6009,2015,1.0,221.69186190166,1.25,0.0,0.0,0.0
84,6009,2016,1.0,269.3708482593121,0.8726070226070226,0.0,0.0,0.0
85,6011,2000,10.50344194584672,752.9823118058412,2.116266296217141,0.0,0.0,0.0
86,6011,2001,4.8422473426691415,764.1216860576005,0.6105417979888939,0.0,0.0,0.0
87,6011,2002,2.3,1014.8529246027274,0.75,0.0,0.0,0.0
88,6011,2003,10.606313281715307,670.3956684714702,0.75,0.0,0.0,0.0
89,6011,2004,30.0,838.7402544111612,5.26,0.0,0.0,0.0
90,6011,2005,3.8,533.4853977844914,4.775674418604651,0.0,0.0,0.0
91,6011,2006,5.1354666490904295,1451.3195226300384,0.5101474010861132,0.0,0.0,0.0
92,6011,2007,2.654314133703447,640.8921120604014,1.4296145913895335,0.0,0.0,0.0
93,6011,2008,5.765603733229632,849.5897079276773,1.2177981651376146,0.0,0.0,0.0
94,6011,2009,8.020237841675543,676.1841843830717,2.558994614003591,0.0,0.0,0.0
95,6011,2010,8.408750706613906,589.738479486681,0.0,0.0,0.0,0.0
96,6011,2011,6.888488668767822,779.6361620641001,0.5,0.0,0.0,0.0
97,6011,2012,8.31505158578525,611.9208984375,0.0,0.0,0.0,0.0
98,6011,2013,2.33,998.2992327365728,0.0,0.0,0.0,0.0
99,6011,2014,4.561514195583597,605.8429241261723,0.0,0.0,0.0,0.0
100,6011,2015,5.80958549222798,121.24505928853756,0.9,0.0,0.0,0.0
101,6011,2016,3.573556797020484,641.4972293265132,2.0347335890878093,0.0,0.0,0.0
102,6013,2000,1.0,370.8086405120304,1.4946751776430456,1.5,0.0,0.0
103,6013,2001,1.9943103079193756,630.3511246898645,3.3632035661218427,1.5,0.0,0.0
104,6013,2002,1.0511718363899398,2837.595426929353,1.2682212518195048,1.5,0.0,0.0
105,6013,2003,0.946106455945082,636.073410301159,3.597750472589792,1.5,0.0,0.0
106,6013,2004,1.040628314565731,682.0078607741763,4.823209446590846,1.5,0.0,0.0
107,6013,2005,1.0234178181883524,972.0301644053771,5.98688140806562,1.5,0.0,0.0
108,6013,2006,1.0089870657258562,321.6244812769117,5.232585013941549,1.5,0.0,0.0
109,6013,2007,1.0077565707063552,679.2461363680459,4.712790004964421,1.5,0.0,0.0
110,6013,2008,1.019155463027427,411.9646014638427,0.27,1.5,0.0,0.0
111,6013,2009,1.0197091015116853,383.13643559499656,7.32,1.5,0.0,0.0
112,6013,2010,1.2034068715667243,415.7555522473429,0.5204740012682308,1.5,0.0,0.0
113,6013,2011,1.0072245718945363,301.8135216734958,4.6421487603305795,1.5,0.0,0.0
114,6013,2012,1.0782871402183625,365.48210716274735,5.450208620954133,1.5,0.0,0.0
115,6013,2013,1.6337638667218382,611.134729193198,3.17041041041041,0.0,0.0,0.0
116,6013,2014,1.0726483357452967,499.94730708821,3.6989090909090914,1.5,0.0,0.0
117,6013,2015,7.3748036951501135,815.2347091125339,3.36,1.5,0.0,0.0
118,6013,2016,1.3357708127245276,237.8380656278094,5.145639049454078,0.0,0.0,0.0
119,6015,2000,0.0,774.6788263283107,0.2817844886753604,0.0,0.0,0.0
120,6015,2001,1.0,777.5881612090682,0.4593267432540742,1.5,0.0,0.0
121,6015,2002,1.0,659.9628079962807,0.0,0.0,0.0,0.0
122,6015,2003,0.0,713.778367226643,0.5,0.0,0.0,0.0
123,6015,2004,1.0,2478.041775456919,0.4372580645161291,0.0,0.0,0.0
124,6015,2005,1.0,628.8065951321644,0.6717054085155351,0.0,0.0,0.0
125,6015,2006,1.0,958.0979827089336,0.39,0.0,0.0,0.0
126,6015,2007,1.0,736.8703274039702,0.5220550458715596,0.0,0.0,0.0
127,6015,2008,1.0,1056.6846153846154,1.31,0.0,0.0,0.0
128,6015,2009,0.0,1115.65306122449,0.0,0.0,0.0,0.0
129,6015,2010,1.0,748.6820613911574,0.0,0.0,0.0,0.0
130,6015,2011,1.0,724.6929238985314,1.2200000000000002,0.0,0.0,0.0
131,6015,2012,0.0,1484.3484042553189,1.2200000000000002,0.0,0.0,0.0
132,6015,2013,0.0,882.8476821192053,0.0,0.0,0.0,0.0
133,6015,2014,1.0,1519.5290858725764,0.5331428571428571,0.0,0.0,0.0
134,6015,2015,1.0,3443.3807829181496,0.5,0.0,0.0,0.0
135,6015,2016,0.0,1259.288206559665,0.0,0.0,0.0,0.0
136,6017,2000,1.162234274336817,212.48681230895176,0.8168931468045589,1.5,0.0,0.0
137,6017,2001,1.0,201.26791275306562,2.0111427237039745,1.5,0.0,0.0
138,6017,2002,1.2212378041539318,196.0357455616591,4.506404529650377,1.5,0.0,0.0
139,6017,2003,1.190565293848917,196.4310039419191,3.533033596588615,1.5,0.0,0.0
140,6017,2004,1.0,133.20617349165155,3.3844420760422347,0.0,0.0,0.0
141,6017,2005,2.0070381679389317,235.76296296296294,4.034788273615635,1.5,0.0,0.0
142,6017,2006,2.0632675154582345,208.46595542942768,2.9543745167774857,1.5,0.0,0.0
143,6017,2007,1.458893871449925,112.09198813056379,2.4439156626506024,1.5,0.0,0.0
144,6017,2008,1.0,176.44278606965173,5.106731739059704,0.0,0.0,0.0
145,6017,2009,1.831372549019608,214.25847457627117,6.48,1.5,0.0,0.0
146,6017,2010,3.7419114219114222,94.59102380779801,10.45,0.0,0.0,0.0
147,6017,2011,1.2277881619937694,164.65732087227414,21.03,0.0,0.0,0.0
148,6017,2012,1.0055969403392813,176.1788617886179,15.11,0.0,0.0,0.0
149,6017,2013,1.2171336032388664,48.84753032361277,19.235407166123775,1.5,0.0,0.0
150,6017,2014,1.0363475457504978,199.10344449094117,4.948970792767733,1.5,0.0,0.0
151,6017,2015,1.0380067567567568,196.05395379738948,17.341214953271027,1.5,0.0,0.0
152,6017,2016,1.015824541921155,86.26802884615385,18.796620103249317,1.5,0.0,0.0
153,6019,2000,1.9463744014028732,5778.3226679552645,1.8223078167891351,1.5,0.0,0.0
154,6019,2001,10.540382995021067,5807.7361574770775,6.739552868931107,1.5,0.0,0.0
155,6019,2002,1.7743299882753718,4721.5983503933785,2.9509889865615846,1.5,0.0,0.0
156,6019,2003,9.081690318806668,4927.903169734942,2.827838880263924,1.5,0.0,0.0
157,6019,2004,1.2006624984776737,5035.743848406417,2.1839707449526284,1.5,0.0,0.0
158,6019,2005,7.793053836570611,4865.549297312121,3.687017647982963,1.5,0.0,0.0
159,6019,2006,4.774528187988634,5133.148087187886,4.457691749896063,1.5,0.0,0.0
160,6019,2007,3.3094296816436426,5343.443313244273,2.192099796476946,1.5,0.0,0.0
161,6019,2008,2.8003996089847565,5217.5377162378145,2.770681735525168,1.5,0.0,0.0
162,6019,2009,2.3018706772435986,5006.292704008157,4.689121275687975,1.5,0.0,0.0
